"No.","Time","Source","Destination","Protocol","Length","Info","...o"
"418","3.846995515","192.168.171.128","172.217.160.66","UDP","78","42273  >  443 Len=34","3.846995515"
"419","3.852883383","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=1 Ack=1 Win=512 Len=1 TSval=313972971 TSecr=313863841","3.852883383"
"420","3.852890885","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=2 Win=512 Len=0 TSval=313972971 TSecr=313972971","3.852890885"
"421","3.853233007","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=2 Ack=1 Win=512 Len=1 TSval=313972972 TSecr=313972971","3.853233007"
"422","3.853236803","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=3 Win=512 Len=0 TSval=313972972 TSecr=313972972","3.853236803"
"423","3.853251849","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=3 Ack=1 Win=512 Len=1 TSval=313972972 TSecr=313972972","3.853251849"
"424","3.853253823","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=4 Win=512 Len=0 TSval=313972972 TSecr=313972972","3.853253823"
"425","3.859451155","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=4 Ack=1 Win=512 Len=1 TSval=313972978 TSecr=313972972","3.859451155"
"426","3.859470976","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=5 Win=512 Len=0 TSval=313972978 TSecr=313972978","3.859470976"
"427","3.860519300","172.217.160.66","192.168.171.128","UDP","73","443  >  42273 Len=29","3.860519300"
"428","3.867289222","192.168.171.128","172.217.160.66","UDP","78","42273  >  443 Len=34","3.867289222"
"429","3.867957768","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=5 Ack=1 Win=512 Len=1 TSval=313972986 TSecr=313972978","3.867957768"
"430","3.867965112","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=6 Win=512 Len=0 TSval=313972986 TSecr=313972986","3.867965112"
"431","3.875157737","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=6 Ack=1 Win=512 Len=1 TSval=313972994 TSecr=313972986","3.875157737"
"432","3.875164533","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=7 Win=512 Len=0 TSval=313972994 TSecr=313972994","3.875164533"
"433","3.885168742","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=7 Ack=1 Win=512 Len=1 TSval=313973004 TSecr=313972994","3.885168742"
"434","3.885175775","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=8 Win=512 Len=0 TSval=313973004 TSecr=313973004","3.885175775"
"435","3.889171487","192.168.171.128","142.251.42.226","UDP","1067","56260  >  443 Len=1023","3.889171487"
"436","3.897416038","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=8 Ack=1 Win=512 Len=1 TSval=313973016 TSecr=313973004","3.897416038"
"437","3.897424156","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=9 Win=512 Len=0 TSval=313973016 TSecr=313973016","3.897424156"
"438","3.899914364","142.251.42.226","192.168.171.128","UDP","79","443  >  56260 Len=35","3.899914364"
"439","3.904241659","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=9 Ack=1 Win=512 Len=1 TSval=313973023 TSecr=313973016","3.904241659"
"440","3.904248731","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=10 Win=512 Len=0 TSval=313973023 TSecr=313973023","3.904248731"
"441","3.913870668","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=10 Ack=1 Win=512 Len=1 TSval=313973032 TSecr=313973023","3.913870668"
"442","3.913877419","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=11 Win=512 Len=0 TSval=313973032 TSecr=313973032","3.913877419"
"443","3.921281571","192.168.171.128","142.251.42.226","UDP","77","56260  >  443 Len=33","3.921281571"
"444","3.922229434","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=11 Ack=1 Win=512 Len=1 TSval=313973041 TSecr=313973032","3.922229434"
"445","3.922236342","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=12 Win=512 Len=0 TSval=313973041 TSecr=313973041","3.922236342"
"446","3.930254924","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=12 Ack=1 Win=512 Len=1 TSval=313973049 TSecr=313973041","3.930254924"
"447","3.930261354","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=13 Win=512 Len=0 TSval=313973049 TSecr=313973049","3.930261354"
"448","3.938201387","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=13 Ack=1 Win=512 Len=1 TSval=313973057 TSecr=313973049","3.938201387"
"449","3.938207172","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=14 Win=512 Len=0 TSval=313973057 TSecr=313973057","3.938207172"
"450","3.946304864","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=14 Ack=1 Win=512 Len=1 TSval=313973065 TSecr=313973057","3.946304864"
"451","3.946311403","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=15 Win=512 Len=0 TSval=313973065 TSecr=313973065","3.946311403"
"452","3.954748981","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=15 Ack=1 Win=512 Len=1 TSval=313973073 TSecr=313973065","3.954748981"
"453","3.954754472","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=16 Win=512 Len=0 TSval=313973073 TSecr=313973073","3.954754472"
"454","3.962945371","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=16 Ack=1 Win=512 Len=1 TSval=313973081 TSecr=313973073","3.962945371"
"455","3.962951572","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=17 Win=512 Len=0 TSval=313973081 TSecr=313973081","3.962951572"
"456","3.971593746","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=17 Ack=1 Win=512 Len=1 TSval=313973090 TSecr=313973081","3.971593746"
"457","3.971631764","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=18 Win=512 Len=0 TSval=313973090 TSecr=313973090","3.971631764"
"458","3.979680746","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=18 Ack=1 Win=512 Len=1 TSval=313973098 TSecr=313973090","3.979680746"
"459","3.979735682","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=19 Win=512 Len=0 TSval=313973098 TSecr=313973098","3.979735682"
"460","3.987738057","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=19 Ack=1 Win=512 Len=1 TSval=313973106 TSecr=313973098","3.987738057"
"461","3.987815967","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=20 Win=512 Len=0 TSval=313973106 TSecr=313973106","3.987815967"
"462","3.995141611","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=20 Ack=1 Win=512 Len=1 TSval=313973114 TSecr=313973106","3.995141611"
"463","3.995194699","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=21 Win=512 Len=0 TSval=313973114 TSecr=313973114","3.995194699"
"464","3.998070052","3.210.145.112","192.168.171.128","TLSv1.2","135","Application Data","3.998070052"
"465","4.003917667","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=21 Ack=1 Win=512 Len=1 TSval=313973122 TSecr=313973114","4.003917667"
"466","4.003992535","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=22 Win=512 Len=0 TSval=313973122 TSecr=313973122","4.003992535"
"467","4.012383967","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=22 Ack=1 Win=512 Len=1 TSval=313973131 TSecr=313973122","4.012383967"
"468","4.012452986","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=23 Win=512 Len=0 TSval=313973131 TSecr=313973131","4.012452986"
"469","4.020702754","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=23 Ack=1 Win=512 Len=1 TSval=313973139 TSecr=313973131","4.020702754"
"470","4.020734528","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=24 Win=512 Len=0 TSval=313973139 TSecr=313973139","4.020734528"
"471","4.029380289","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=24 Ack=1 Win=512 Len=1 TSval=313973148 TSecr=313973139","4.029380289"
"472","4.029421445","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=25 Win=512 Len=0 TSval=313973148 TSecr=313973148","4.029421445"
"473","4.030984258","142.251.42.226","192.168.171.128","UDP","246","443  >  56260 Len=202","4.030984258"
"474","4.030984469","142.251.42.226","192.168.171.128","UDP","167","443  >  56260 Len=123","4.030984469"
"475","4.031530716","192.168.171.128","142.251.42.226","UDP","84","56260  >  443 Len=40","4.031530716"
"476","4.038884205","192.168.171.128","3.210.145.112","TCP","56","57420  >  443 [ACK] Seq=11600 Ack=2450 Win=65535 Len=0","4.038884205"
"477","4.039702323","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=25 Ack=1 Win=512 Len=1 TSval=313973158 TSecr=313973148","4.039702323"
"478","4.039739342","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=26 Win=512 Len=0 TSval=313973158 TSecr=313973158","4.039739342"
"479","4.044004883","142.251.42.226","192.168.171.128","UDP","73","443  >  56260 Len=29","4.044004883"
"480","4.045851718","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=26 Ack=1 Win=512 Len=1 TSval=313973164 TSecr=313973158","4.045851718"
"481","4.045888192","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=27 Win=512 Len=0 TSval=313973164 TSecr=313973164","4.045888192"
"482","4.048858947","192.168.171.128","3.210.145.112","TLSv1.2","441","Application Data","4.048858947"
"483","4.048990893","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=2450 Ack=11985 Win=64240 Len=0","4.048990893"
"484","4.053844757","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=27 Ack=1 Win=512 Len=1 TSval=313973172 TSecr=313973164","4.053844757"
"485","4.053880407","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=28 Win=512 Len=0 TSval=313973172 TSecr=313973172","4.053880407"
"486","4.055391052","192.168.171.128","3.210.145.112","TLSv1.2","442","Application Data","4.055391052"
"487","4.055572602","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=2450 Ack=12371 Win=64240 Len=0","4.055572602"
"488","4.058391037","192.168.171.128","172.217.160.98","UDP","251","52030  >  443 Len=207","4.058391037"
"489","4.060043364","192.168.171.128","172.217.160.66","UDP","249","42273  >  443 Len=205","4.060043364"
"490","4.066885410","172.217.160.98","192.168.171.128","UDP","79","443  >  52030 Len=35","4.066885410"
"491","4.067825250","172.217.160.66","192.168.171.128","UDP","79","443  >  42273 Len=35","4.067825250"
"492","4.069249011","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=28 Ack=1 Win=512 Len=1 TSval=313973188 TSecr=313973172","4.069249011"
"493","4.069472034","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=29 Win=512 Len=0 TSval=313973188 TSecr=313973188","4.069472034"
"494","4.071131108","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=29 Ack=1 Win=512 Len=1 TSval=313973190 TSecr=313973188","4.071131108"
"495","4.071162015","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=30 Win=512 Len=0 TSval=313973190 TSecr=313973190","4.071162015"
"496","4.078102710","172.217.160.66","192.168.171.128","UDP","206","443  >  42273 Len=162","4.078102710"
"497","4.078102971","172.217.160.66","192.168.171.128","UDP","113","443  >  42273 Len=69","4.078102971"
"498","4.078624680","192.168.171.128","172.217.160.66","UDP","85","42273  >  443 Len=41","4.078624680"
"499","4.080675094","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=30 Ack=1 Win=512 Len=1 TSval=313973199 TSecr=313973190","4.080675094"
"500","4.080714940","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=31 Win=512 Len=0 TSval=313973199 TSecr=313973199","4.080714940"
"501","4.081027220","172.217.160.98","192.168.171.128","UDP","411","443  >  52030 Len=367","4.081027220"
"502","4.081448047","192.168.171.128","172.217.160.98","UDP","84","52030  >  443 Len=40","4.081448047"
"503","4.088420901","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=31 Ack=1 Win=512 Len=1 TSval=313973207 TSecr=313973199","4.088420901"
"504","4.088457838","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=32 Win=512 Len=0 TSval=313973207 TSecr=313973207","4.088457838"
"505","4.089986297","172.217.160.66","192.168.171.128","UDP","73","443  >  42273 Len=29","4.089986297"
"506","4.091020038","172.217.160.98","192.168.171.128","UDP","73","443  >  52030 Len=29","4.091020038"
"507","4.096479462","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=32 Ack=1 Win=512 Len=1 TSval=313973215 TSecr=313973207","4.096479462"
"508","4.096516125","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=33 Win=512 Len=0 TSval=313973215 TSecr=313973215","4.096516125"
"509","4.105284051","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=33 Ack=1 Win=512 Len=1 TSval=313973224 TSecr=313973215","4.105284051"
"510","4.105319381","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=34 Win=512 Len=0 TSval=313973224 TSecr=313973224","4.105319381"
"511","4.113368713","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=34 Ack=1 Win=512 Len=1 TSval=313973232 TSecr=313973224","4.113368713"
"512","4.113522819","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=35 Win=512 Len=0 TSval=313973232 TSecr=313973232","4.113522819"
"513","4.120894660","192.168.171.128","142.251.42.226","UDP","1066","56260  >  443 Len=1022","4.120894660"
"514","4.121610144","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=35 Ack=1 Win=512 Len=1 TSval=313973240 TSecr=313973232","4.121610144"
"515","4.121670228","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=36 Win=512 Len=0 TSval=313973240 TSecr=313973240","4.121670228"
"516","4.129859264","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=36 Ack=1 Win=512 Len=1 TSval=313973248 TSecr=313973240","4.129859264"
"517","4.129898264","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=37 Win=512 Len=0 TSval=313973248 TSecr=313973248","4.129898264"
"518","4.130759403","142.251.42.226","192.168.171.128","UDP","79","443  >  56260 Len=35","4.130759403"
"519","4.137933545","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=37 Ack=1 Win=512 Len=1 TSval=313973256 TSecr=313973248","4.137933545"
"520","4.137984677","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=38 Win=512 Len=0 TSval=313973256 TSecr=313973256","4.137984677"
"521","4.151324159","192.168.171.128","142.251.42.226","UDP","77","56260  >  443 Len=33","4.151324159"
"522","4.151948271","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=38 Ack=1 Win=512 Len=1 TSval=313973270 TSecr=313973256","4.151948271"
"523","4.151987767","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=39 Win=512 Len=0 TSval=313973270 TSecr=313973270","4.151987767"
"524","4.154832732","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=39 Ack=1 Win=512 Len=1 TSval=313973273 TSecr=313973270","4.154832732"
"525","4.154900174","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=40 Win=512 Len=0 TSval=313973273 TSecr=313973273","4.154900174"
"526","4.166549196","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=40 Ack=1 Win=512 Len=1 TSval=313973285 TSecr=313973273","4.166549196"
"527","4.166592086","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=41 Win=512 Len=0 TSval=313973285 TSecr=313973285","4.166592086"
"528","4.171690185","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=41 Ack=1 Win=512 Len=1 TSval=313973290 TSecr=313973285","4.171690185"
"529","4.171728903","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=42 Win=512 Len=0 TSval=313973290 TSecr=313973290","4.171728903"
"530","4.178440209","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=42 Ack=1 Win=512 Len=1 TSval=313973297 TSecr=313973290","4.178440209"
"531","4.178513378","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=43 Win=512 Len=0 TSval=313973297 TSecr=313973297","4.178513378"
"532","4.178518226","127.0.0.1","127.0.0.1","TCP","70","54782  >  40769 [PSH, ACK] Seq=43 Ack=1 Win=512 Len=2 TSval=313973297 TSecr=313973297","4.178518226"
"533","4.178548103","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=45 Win=512 Len=0 TSval=313973297 TSecr=313973297","4.178548103"
"534","4.187491453","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=45 Ack=1 Win=512 Len=1 TSval=313973306 TSecr=313973297","4.187491453"
"535","4.187529794","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=46 Win=512 Len=0 TSval=313973306 TSecr=313973306","4.187529794"
"536","4.195644878","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=46 Ack=1 Win=512 Len=1 TSval=313973314 TSecr=313973306","4.195644878"
"537","4.195691984","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=47 Win=512 Len=0 TSval=313973314 TSecr=313973314","4.195691984"
"538","4.198138980","3.210.145.112","192.168.171.128","TLSv1.2","135","Application Data","4.198138980"
"539","4.198182065","192.168.171.128","3.210.145.112","TCP","56","57420  >  443 [ACK] Seq=12371 Ack=2529 Win=65535 Len=0","4.198182065"
"540","4.203310145","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=47 Ack=1 Win=512 Len=1 TSval=313973322 TSecr=313973314","4.203310145"
"541","4.203365384","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=48 Win=512 Len=0 TSval=313973322 TSecr=313973322","4.203365384"
"542","4.211412635","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=48 Ack=1 Win=512 Len=1 TSval=313973330 TSecr=313973322","4.211412635"
"543","4.211454753","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=49 Win=512 Len=0 TSval=313973330 TSecr=313973330","4.211454753"
"544","4.219983842","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=49 Ack=1 Win=512 Len=1 TSval=313973338 TSecr=313973330","4.219983842"
"545","4.220259131","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=50 Win=512 Len=0 TSval=313973339 TSecr=313973338","4.220259131"
"546","4.220264312","127.0.0.1","127.0.0.1","TCP","71","54782  >  40769 [PSH, ACK] Seq=50 Ack=1 Win=512 Len=3 TSval=313973339 TSecr=313973339","4.220264312"
"547","4.220330029","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=53 Win=512 Len=0 TSval=313973339 TSecr=313973339","4.220330029"
"548","4.227838034","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=53 Ack=1 Win=512 Len=1 TSval=313973346 TSecr=313973339","4.227838034"
"549","4.227879049","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=54 Win=512 Len=0 TSval=313973346 TSecr=313973346","4.227879049"
"550","4.236158358","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=54 Ack=1 Win=512 Len=1 TSval=313973355 TSecr=313973346","4.236158358"
"551","4.236195372","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=55 Win=512 Len=0 TSval=313973355 TSecr=313973355","4.236195372"
"552","4.245329735","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=55 Ack=1 Win=512 Len=1 TSval=313973364 TSecr=313973355","4.245329735"
"553","4.245512608","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=56 Win=512 Len=0 TSval=313973364 TSecr=313973364","4.245512608"
"554","4.253108043","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=56 Ack=1 Win=512 Len=1 TSval=313973372 TSecr=313973364","4.253108043"
"555","4.253144383","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=57 Win=512 Len=0 TSval=313973372 TSecr=313973372","4.253144383"
"556","4.262529693","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=57 Ack=1 Win=512 Len=1 TSval=313973381 TSecr=313973372","4.262529693"
"557","4.263499911","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=58 Win=512 Len=0 TSval=313973382 TSecr=313973381","4.263499911"
"558","4.263507785","127.0.0.1","127.0.0.1","TCP","73","54782  >  40769 [PSH, ACK] Seq=58 Ack=1 Win=512 Len=5 TSval=313973382 TSecr=313973382","4.263507785"
"559","4.263576856","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=63 Win=512 Len=0 TSval=313973382 TSecr=313973382","4.263576856"
"560","4.269362255","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=63 Ack=1 Win=512 Len=1 TSval=313973388 TSecr=313973382","4.269362255"
"561","4.269406480","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=64 Win=512 Len=0 TSval=313973388 TSecr=313973388","4.269406480"
"562","4.269411044","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=64 Ack=1 Win=512 Len=1 TSval=313973388 TSecr=313973388","4.269411044"
"563","4.269431511","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=65 Win=512 Len=0 TSval=313973388 TSecr=313973388","4.269431511"
"564","4.278098797","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=65 Ack=1 Win=512 Len=1 TSval=313973397 TSecr=313973388","4.278098797"
"565","4.278139378","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=66 Win=512 Len=0 TSval=313973397 TSecr=313973397","4.278139378"
"566","4.278143562","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=66 Ack=1 Win=512 Len=1 TSval=313973397 TSecr=313973397","4.278143562"
"567","4.278162344","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=67 Win=512 Len=0 TSval=313973397 TSecr=313973397","4.278162344"
"568","4.286494986","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=67 Ack=1 Win=512 Len=1 TSval=313973405 TSecr=313973397","4.286494986"
"569","4.286557951","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=68 Win=512 Len=0 TSval=313973405 TSecr=313973405","4.286557951"
"570","4.286562565","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=68 Ack=1 Win=512 Len=1 TSval=313973405 TSecr=313973405","4.286562565"
"571","4.286581038","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=69 Win=512 Len=0 TSval=313973405 TSecr=313973405","4.286581038"
"572","4.289250888","142.251.42.226","192.168.171.128","UDP","246","443  >  56260 Len=202","4.289250888"
"573","4.289251096","142.251.42.226","192.168.171.128","UDP","147","443  >  56260 Len=103","4.289251096"
"574","4.289714228","192.168.171.128","142.251.42.226","UDP","84","56260  >  443 Len=40","4.289714228"
"575","4.299309196","142.251.42.226","192.168.171.128","UDP","73","443  >  56260 Len=29","4.299309196"
"576","4.299676321","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=69 Ack=1 Win=512 Len=1 TSval=313973418 TSecr=313973405","4.299676321"
"577","4.299722129","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=70 Win=512 Len=0 TSval=313973418 TSecr=313973418","4.299722129"
"578","4.299727749","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=70 Ack=1 Win=512 Len=1 TSval=313973418 TSecr=313973418","4.299727749"
"579","4.299749206","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=71 Win=512 Len=0 TSval=313973418 TSecr=313973418","4.299749206"
"580","4.305108524","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=71 Ack=1 Win=512 Len=1 TSval=313973424 TSecr=313973418","4.305108524"
"581","4.305155406","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=72 Win=512 Len=0 TSval=313973424 TSecr=313973424","4.305155406"
"582","4.305160604","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=72 Ack=1 Win=512 Len=1 TSval=313973424 TSecr=313973424","4.305160604"
"583","4.305180672","127.0.0.1","127.0.0.1","TCP","68","40769  >  54782 [ACK] Seq=1 Ack=73 Win=512 Len=0 TSval=313973424 TSecr=313973424","4.305180672"
"584","4.312089380","127.0.0.1","127.0.0.1","TCP","69","54782  >  40769 [PSH, ACK] Seq=73 Ack=1 Win=512 Len=1 TSval=313973431 TSecr=313973424","4.312089380"
