Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
147.92.242.232-192.168.31.107-443-53224-6,192.168.31.107,53224,147.92.242.232,443,6,27/09/2023 04:33:04 下午,311180,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.427148274310688,311180.0,0.0,311180.0,311180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.213574137155344,3.213574137155344,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64276,0,0,0,0,0,0,0,0,0,0,No Label
192.168.31.107-203.211.2.193-54483-443-6,192.168.31.107,54483,203.211.2.193,443,6,27/09/2023 04:33:05 下午,94095,9,13,556.0,7326.0,212.0,0.0,61.77777777777778,88.31870948131231,1460.0,0.0,563.5384615384615,659.3936122661759,83766.4062915139,233.80625963122378,4480.714285714285,6814.317729185052,21572.0,0.0,78933.0,9866.625,10432.526415529188,23799.0,23.0,93922.0,7826.833333333333,9321.529194029888,22953.0,0.0,0,0,0,0,180,276,95.64801530368246,138.15824432754133,0.0,1460.0,342.6956521739131,553.5712514525865,306441.13043478265,0,1,0,0,0,0,0,0,1.0,358.27272727272725,61.77777777777778,563.5384615384615,0,0,0,0,0,0,9,556,13,7326,-1,64053,4,0,0,0,0,0,0,0,0,0,No Label
192.168.31.107-13.107.42.11-54484-443-6,192.168.31.107,54484,13.107.42.11,443,6,27/09/2023 04:33:05 下午,94865,8,12,853.0,5998.0,224.0,0.0,106.625,108.20078888014501,1460.0,0.0,499.83333333333326,603.3691517912838,72218.41564328255,210.82591050440098,4992.894736842104,6571.04178189541,18590.0,0.0,78298.0,11185.42857142857,9649.379511262938,21042.0,20.0,94718.0,8610.727272727272,8043.555968486937,19179.0,0.0,0,0,0,0,160,256,84.33036420176039,126.49554630264059,0.0,1460.0,326.2380952380952,497.01326991961736,247022.19047619044,0,1,0,0,0,0,0,0,1.0,342.55,106.625,499.8333333333333,0,0,0,0,0,0,8,853,12,5998,-1,63418,5,0,0,0,0,0,0,0,0,0,No Label
192.168.31.107-203.211.2.193-54485-443-6,192.168.31.107,54485,203.211.2.193,443,6,27/09/2023 04:33:05 下午,109465,10,15,722.0,7025.0,191.0,0.0,72.2,88.90044369343096,1460.0,0.0,468.3333333333333,599.7090564439997,70771.4794683232,228.38350157584614,4561.041666666666,6086.683629603567,18032.0,0.0,93195.0,10355.0,9254.050788708693,24310.0,33.0,109178.0,7798.4285714285725,6886.978121669303,18931.0,0.0,0,0,0,0,200,316,91.35340063033846,137.03010094550768,0.0,1460.0,297.9615384615384,495.58470361941,245604.19846153844,0,1,0,0,0,0,0,0,1.0,309.88,72.2,468.3333333333333,0,0,0,0,0,0,10,722,15,7025,-1,64052,5,0,0,0,0,0,0,0,0,0,No Label
192.168.31.107-40.101.144.2-54486-443-6,192.168.31.107,54486,40.101.144.2,443,6,27/09/2023 04:33:05 下午,270048,7,9,723.0,5948.0,191.0,0.0,103.28571428571429,97.2191926965629,1460.0,0.0,660.8888888888889,639.2987260358894,24703.015760161157,59.24872615238772,18003.2,25018.118186626267,58187.0,26.0,168803.0,28133.833333333332,29125.03366807782,60477.0,700.0,270048.0,33756.0,27696.67936775093,61917.0,368.0,0,0,0,0,140,196,25.92131769166963,33.3274084607181,0.0,1460.0,392.4117647058823,542.8049901695277,294637.25735294115,0,1,0,0,0,0,0,0,1.0,416.9375,103.28571428571429,660.8888888888889,0,0,0,0,0,0,7,723,9,5948,-1,63517,4,0,0,0,0,0,0,0,0,0,No Label
192.168.31.107-40.101.144.2-54486-443-6,192.168.31.107,54486,40.101.144.2,443,6,27/09/2023 04:33:06 下午,107,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,289719.6261682243,28037.383177570093,53.5,44.54772721475249,85.0,22.0,22.0,22.0,0.0,22.0,22.0,0,0,0,0,0,0,0,0,0,40,20,18691.58878504673,9345.794392523365,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
192.168.31.107-13.107.6.163-54487-443-6,192.168.31.107,54487,13.107.6.163,443,6,27/09/2023 04:33:06 下午,228253,5,14,353.0,6955.0,195.0,0.0,70.6,97.55408756172136,1460.0,0.0,496.7857142857144,648.3944880147518,32017.10382777006,83.24096506946239,12680.722222222223,20887.40660219357,52931.0,0.0,75338.0,18834.5,24624.41883578169,55084.0,1204.0,228253.0,17557.923076923074,25333.791450226905,61827.0,0.0,0,0,0,0,100,296,21.905517123542733,61.335447945919654,0.0,1460.0,365.40000000000003,576.4314356452119,332273.2,0,1,0,0,0,0,0,0,2.0,384.63157894736844,70.6,496.7857142857143,0,0,0,0,0,0,5,353,14,6955,-1,63141,2,0,0,0,0,0,0,0,0,0,No Label
192.168.31.107-13.107.6.163-54487-443-6,192.168.31.107,54487,13.107.6.163,443,6,27/09/2023 04:33:06 下午,109,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,284403.66972477065,27522.93577981651,54.5,41.71930009000631,84.0,25.0,25.0,25.0,0.0,25.0,25.0,0,0,0,0,0,0,0,0,0,40,20,18348.623853211007,9174.311926605504,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,64093,1,0,0,0,0,0,0,0,0,0,No Label
147.92.242.232-192.168.31.107-443-53224-6,192.168.31.107,53224,147.92.242.232,443,6,27/09/2023 04:33:05 下午,1206622,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6575199192456294,1206622.0,0.0,1206622.0,1206622.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.8287599596228147,0.8287599596228147,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64276,0,0,0,0,0,0,0,0,0,0,No Label
192.168.31.107-20.189.173.2-54387-443-6,192.168.31.107,54387,20.189.173.2,443,6,27/09/2023 04:33:08 下午,153274,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.048527473674596,153274.0,0.0,153274.0,153274.0,0,0,0,0,0,153274.0,153274.0,0.0,153274.0,153274.0,0,0,0,0,0,40,0.0,13.048527473674596,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,62828,0,0,0,0,0,0,0,0,0,0,No Label
