"No.","Time","Source","Destination","Protocol","Length","Info","information","Src addr(resolved)","Src addr(unresolved)","Net  addr"
"1","0.000000000","192.168.171.1","192.168.171.255","NBNS","94","Name query NB WORKGROUP<1c>","Name query NB WORKGROUP<1c>","192.168.171.1","192.168.171.1","192.168.171.1"
"2","0.752677644","192.168.171.1","192.168.171.255","NBNS","94","Name query NB WORKGROUP<1c>","Name query NB WORKGROUP<1c>","192.168.171.1","192.168.171.1","192.168.171.1"
"3","1.403509793","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=1 Ack=1 Win=512 Len=1 TSval=311223535 TSecr=311216067","49556  >  35813 [PSH, ACK] Seq=1 Ack=1 Win=512 Len=1 TSval=311223535 TSecr=311216067","127.0.0.1","127.0.0.1","127.0.0.1"
"4","1.403516635","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=2 Win=512 Len=0 TSval=311223535 TSecr=311223535","35813  >  49556 [ACK] Seq=1 Ack=2 Win=512 Len=0 TSval=311223535 TSecr=311223535","127.0.0.1","127.0.0.1","127.0.0.1"
"5","1.410768521","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=2 Ack=1 Win=512 Len=1 TSval=311223542 TSecr=311223535","49556  >  35813 [PSH, ACK] Seq=2 Ack=1 Win=512 Len=1 TSval=311223542 TSecr=311223535","127.0.0.1","127.0.0.1","127.0.0.1"
"6","1.410776348","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=3 Win=512 Len=0 TSval=311223542 TSecr=311223542","35813  >  49556 [ACK] Seq=1 Ack=3 Win=512 Len=0 TSval=311223542 TSecr=311223542","127.0.0.1","127.0.0.1","127.0.0.1"
"7","1.419156728","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=3 Ack=1 Win=512 Len=1 TSval=311223550 TSecr=311223542","49556  >  35813 [PSH, ACK] Seq=3 Ack=1 Win=512 Len=1 TSval=311223550 TSecr=311223542","127.0.0.1","127.0.0.1","127.0.0.1"
"8","1.419167819","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=4 Win=512 Len=0 TSval=311223550 TSecr=311223550","35813  >  49556 [ACK] Seq=1 Ack=4 Win=512 Len=0 TSval=311223550 TSecr=311223550","127.0.0.1","127.0.0.1","127.0.0.1"
"9","1.429088773","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=4 Ack=1 Win=512 Len=1 TSval=311223560 TSecr=311223550","49556  >  35813 [PSH, ACK] Seq=4 Ack=1 Win=512 Len=1 TSval=311223560 TSecr=311223550","127.0.0.1","127.0.0.1","127.0.0.1"
"10","1.429096133","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=5 Win=512 Len=0 TSval=311223560 TSecr=311223560","35813  >  49556 [ACK] Seq=1 Ack=5 Win=512 Len=0 TSval=311223560 TSecr=311223560","127.0.0.1","127.0.0.1","127.0.0.1"
"11","1.443501937","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=5 Ack=1 Win=512 Len=1 TSval=311223575 TSecr=311223560","49556  >  35813 [PSH, ACK] Seq=5 Ack=1 Win=512 Len=1 TSval=311223575 TSecr=311223560","127.0.0.1","127.0.0.1","127.0.0.1"
"12","1.443509987","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=6 Win=512 Len=0 TSval=311223575 TSecr=311223575","35813  >  49556 [ACK] Seq=1 Ack=6 Win=512 Len=0 TSval=311223575 TSecr=311223575","127.0.0.1","127.0.0.1","127.0.0.1"
"13","1.446463415","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=6 Ack=1 Win=512 Len=1 TSval=311223578 TSecr=311223575","49556  >  35813 [PSH, ACK] Seq=6 Ack=1 Win=512 Len=1 TSval=311223578 TSecr=311223575","127.0.0.1","127.0.0.1","127.0.0.1"
"14","1.446469093","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=7 Win=512 Len=0 TSval=311223578 TSecr=311223578","35813  >  49556 [ACK] Seq=1 Ack=7 Win=512 Len=0 TSval=311223578 TSecr=311223578","127.0.0.1","127.0.0.1","127.0.0.1"
"15","1.455744479","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=7 Ack=1 Win=512 Len=1 TSval=311223587 TSecr=311223578","49556  >  35813 [PSH, ACK] Seq=7 Ack=1 Win=512 Len=1 TSval=311223587 TSecr=311223578","127.0.0.1","127.0.0.1","127.0.0.1"
"16","1.455753958","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=8 Win=512 Len=0 TSval=311223587 TSecr=311223587","35813  >  49556 [ACK] Seq=1 Ack=8 Win=512 Len=0 TSval=311223587 TSecr=311223587","127.0.0.1","127.0.0.1","127.0.0.1"
"17","1.464240402","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=8 Ack=1 Win=512 Len=1 TSval=311223595 TSecr=311223587","49556  >  35813 [PSH, ACK] Seq=8 Ack=1 Win=512 Len=1 TSval=311223595 TSecr=311223587","127.0.0.1","127.0.0.1","127.0.0.1"
"18","1.464247425","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=9 Win=512 Len=0 TSval=311223595 TSecr=311223595","35813  >  49556 [ACK] Seq=1 Ack=9 Win=512 Len=0 TSval=311223595 TSecr=311223595","127.0.0.1","127.0.0.1","127.0.0.1"
"19","1.471302951","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=9 Ack=1 Win=512 Len=1 TSval=311223602 TSecr=311223595","49556  >  35813 [PSH, ACK] Seq=9 Ack=1 Win=512 Len=1 TSval=311223602 TSecr=311223595","127.0.0.1","127.0.0.1","127.0.0.1"
"20","1.471310234","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=10 Win=512 Len=0 TSval=311223602 TSecr=311223602","35813  >  49556 [ACK] Seq=1 Ack=10 Win=512 Len=0 TSval=311223602 TSecr=311223602","127.0.0.1","127.0.0.1","127.0.0.1"
"21","1.479555834","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=10 Ack=1 Win=512 Len=1 TSval=311223611 TSecr=311223602","49556  >  35813 [PSH, ACK] Seq=10 Ack=1 Win=512 Len=1 TSval=311223611 TSecr=311223602","127.0.0.1","127.0.0.1","127.0.0.1"
"22","1.479584719","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=11 Win=512 Len=0 TSval=311223611 TSecr=311223611","35813  >  49556 [ACK] Seq=1 Ack=11 Win=512 Len=0 TSval=311223611 TSecr=311223611","127.0.0.1","127.0.0.1","127.0.0.1"
"23","1.488863525","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=11 Ack=1 Win=512 Len=1 TSval=311223620 TSecr=311223611","49556  >  35813 [PSH, ACK] Seq=11 Ack=1 Win=512 Len=1 TSval=311223620 TSecr=311223611","127.0.0.1","127.0.0.1","127.0.0.1"
"24","1.488873897","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=12 Win=512 Len=0 TSval=311223620 TSecr=311223620","35813  >  49556 [ACK] Seq=1 Ack=12 Win=512 Len=0 TSval=311223620 TSecr=311223620","127.0.0.1","127.0.0.1","127.0.0.1"
"25","1.497894565","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=12 Ack=1 Win=512 Len=1 TSval=311223629 TSecr=311223620","49556  >  35813 [PSH, ACK] Seq=12 Ack=1 Win=512 Len=1 TSval=311223629 TSecr=311223620","127.0.0.1","127.0.0.1","127.0.0.1"
"26","1.497901787","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=13 Win=512 Len=0 TSval=311223629 TSecr=311223629","35813  >  49556 [ACK] Seq=1 Ack=13 Win=512 Len=0 TSval=311223629 TSecr=311223629","127.0.0.1","127.0.0.1","127.0.0.1"
"27","1.506619480","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=13 Ack=1 Win=512 Len=1 TSval=311223638 TSecr=311223629","49556  >  35813 [PSH, ACK] Seq=13 Ack=1 Win=512 Len=1 TSval=311223638 TSecr=311223629","127.0.0.1","127.0.0.1","127.0.0.1"
"28","1.506626849","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=14 Win=512 Len=0 TSval=311223638 TSecr=311223638","35813  >  49556 [ACK] Seq=1 Ack=14 Win=512 Len=0 TSval=311223638 TSecr=311223638","127.0.0.1","127.0.0.1","127.0.0.1"
"29","1.514485884","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=14 Ack=1 Win=512 Len=1 TSval=311223646 TSecr=311223638","49556  >  35813 [PSH, ACK] Seq=14 Ack=1 Win=512 Len=1 TSval=311223646 TSecr=311223638","127.0.0.1","127.0.0.1","127.0.0.1"
"30","1.514493418","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=15 Win=512 Len=0 TSval=311223646 TSecr=311223646","35813  >  49556 [ACK] Seq=1 Ack=15 Win=512 Len=0 TSval=311223646 TSecr=311223646","127.0.0.1","127.0.0.1","127.0.0.1"
"31","1.524389547","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=15 Ack=1 Win=512 Len=1 TSval=311223656 TSecr=311223646","49556  >  35813 [PSH, ACK] Seq=15 Ack=1 Win=512 Len=1 TSval=311223656 TSecr=311223646","127.0.0.1","127.0.0.1","127.0.0.1"
"32","1.524423068","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=16 Win=512 Len=0 TSval=311223656 TSecr=311223656","35813  >  49556 [ACK] Seq=1 Ack=16 Win=512 Len=0 TSval=311223656 TSecr=311223656","127.0.0.1","127.0.0.1","127.0.0.1"
"33","1.540778656","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=16 Ack=1 Win=512 Len=1 TSval=311223672 TSecr=311223656","49556  >  35813 [PSH, ACK] Seq=16 Ack=1 Win=512 Len=1 TSval=311223672 TSecr=311223656","127.0.0.1","127.0.0.1","127.0.0.1"
"34","1.540785371","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=17 Win=512 Len=0 TSval=311223672 TSecr=311223672","35813  >  49556 [ACK] Seq=1 Ack=17 Win=512 Len=0 TSval=311223672 TSecr=311223672","127.0.0.1","127.0.0.1","127.0.0.1"
"35","1.556835262","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=17 Ack=1 Win=512 Len=1 TSval=311223688 TSecr=311223672","49556  >  35813 [PSH, ACK] Seq=17 Ack=1 Win=512 Len=1 TSval=311223688 TSecr=311223672","127.0.0.1","127.0.0.1","127.0.0.1"
"36","1.556874747","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=18 Win=512 Len=0 TSval=311223688 TSecr=311223688","35813  >  49556 [ACK] Seq=1 Ack=18 Win=512 Len=0 TSval=311223688 TSecr=311223688","127.0.0.1","127.0.0.1","127.0.0.1"
"37","1.584900896","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=18 Ack=1 Win=512 Len=1 TSval=311223716 TSecr=311223688","49556  >  35813 [PSH, ACK] Seq=18 Ack=1 Win=512 Len=1 TSval=311223716 TSecr=311223688","127.0.0.1","127.0.0.1","127.0.0.1"
"38","1.584975736","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=19 Win=512 Len=0 TSval=311223716 TSecr=311223716","35813  >  49556 [ACK] Seq=1 Ack=19 Win=512 Len=0 TSval=311223716 TSecr=311223716","127.0.0.1","127.0.0.1","127.0.0.1"
"39","1.612547186","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=19 Ack=1 Win=512 Len=1 TSval=311223744 TSecr=311223716","49556  >  35813 [PSH, ACK] Seq=19 Ack=1 Win=512 Len=1 TSval=311223744 TSecr=311223716","127.0.0.1","127.0.0.1","127.0.0.1"
"40","1.612616439","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=20 Win=512 Len=0 TSval=311223744 TSecr=311223744","35813  >  49556 [ACK] Seq=1 Ack=20 Win=512 Len=0 TSval=311223744 TSecr=311223744","127.0.0.1","127.0.0.1","127.0.0.1"
"41","1.629904691","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=20 Ack=1 Win=512 Len=1 TSval=311223761 TSecr=311223744","49556  >  35813 [PSH, ACK] Seq=20 Ack=1 Win=512 Len=1 TSval=311223761 TSecr=311223744","127.0.0.1","127.0.0.1","127.0.0.1"
"42","1.629937891","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=21 Win=512 Len=0 TSval=311223761 TSecr=311223761","35813  >  49556 [ACK] Seq=1 Ack=21 Win=512 Len=0 TSval=311223761 TSecr=311223761","127.0.0.1","127.0.0.1","127.0.0.1"
"43","1.648378691","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=21 Ack=1 Win=512 Len=1 TSval=311223780 TSecr=311223761","49556  >  35813 [PSH, ACK] Seq=21 Ack=1 Win=512 Len=1 TSval=311223780 TSecr=311223761","127.0.0.1","127.0.0.1","127.0.0.1"
"44","1.648437986","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=22 Win=512 Len=0 TSval=311223780 TSecr=311223780","35813  >  49556 [ACK] Seq=1 Ack=22 Win=512 Len=0 TSval=311223780 TSecr=311223780","127.0.0.1","127.0.0.1","127.0.0.1"
"45","1.667228331","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=22 Ack=1 Win=512 Len=1 TSval=311223798 TSecr=311223780","49556  >  35813 [PSH, ACK] Seq=22 Ack=1 Win=512 Len=1 TSval=311223798 TSecr=311223780","127.0.0.1","127.0.0.1","127.0.0.1"
"46","1.667261753","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=23 Win=512 Len=0 TSval=311223798 TSecr=311223798","35813  >  49556 [ACK] Seq=1 Ack=23 Win=512 Len=0 TSval=311223798 TSecr=311223798","127.0.0.1","127.0.0.1","127.0.0.1"
"47","1.674132569","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=23 Ack=1 Win=512 Len=1 TSval=311223805 TSecr=311223798","49556  >  35813 [PSH, ACK] Seq=23 Ack=1 Win=512 Len=1 TSval=311223805 TSecr=311223798","127.0.0.1","127.0.0.1","127.0.0.1"
"48","1.674171689","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=24 Win=512 Len=0 TSval=311223805 TSecr=311223805","35813  >  49556 [ACK] Seq=1 Ack=24 Win=512 Len=0 TSval=311223805 TSecr=311223805","127.0.0.1","127.0.0.1","127.0.0.1"
"49","1.674513409","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=24 Ack=1 Win=512 Len=1 TSval=311223806 TSecr=311223805","49556  >  35813 [PSH, ACK] Seq=24 Ack=1 Win=512 Len=1 TSval=311223806 TSecr=311223805","127.0.0.1","127.0.0.1","127.0.0.1"
"50","1.674631973","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=25 Win=512 Len=0 TSval=311223806 TSecr=311223806","35813  >  49556 [ACK] Seq=1 Ack=25 Win=512 Len=0 TSval=311223806 TSecr=311223806","127.0.0.1","127.0.0.1","127.0.0.1"
"51","1.674635328","127.0.0.1","127.0.0.1","TCP","70","49556  >  35813 [PSH, ACK] Seq=25 Ack=1 Win=512 Len=2 TSval=311223806 TSecr=311223806","49556  >  35813 [PSH, ACK] Seq=25 Ack=1 Win=512 Len=2 TSval=311223806 TSecr=311223806","127.0.0.1","127.0.0.1","127.0.0.1"
"52","1.674680156","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=27 Win=512 Len=0 TSval=311223806 TSecr=311223806","35813  >  49556 [ACK] Seq=1 Ack=27 Win=512 Len=0 TSval=311223806 TSecr=311223806","127.0.0.1","127.0.0.1","127.0.0.1"
"53","1.684105389","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=27 Ack=1 Win=512 Len=1 TSval=311223815 TSecr=311223806","49556  >  35813 [PSH, ACK] Seq=27 Ack=1 Win=512 Len=1 TSval=311223815 TSecr=311223806","127.0.0.1","127.0.0.1","127.0.0.1"
"54","1.684164777","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=28 Win=512 Len=0 TSval=311223815 TSecr=311223815","35813  >  49556 [ACK] Seq=1 Ack=28 Win=512 Len=0 TSval=311223815 TSecr=311223815","127.0.0.1","127.0.0.1","127.0.0.1"
"55","1.690851366","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=28 Ack=1 Win=512 Len=1 TSval=311223822 TSecr=311223815","49556  >  35813 [PSH, ACK] Seq=28 Ack=1 Win=512 Len=1 TSval=311223822 TSecr=311223815","127.0.0.1","127.0.0.1","127.0.0.1"
"56","1.690915104","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=29 Win=512 Len=0 TSval=311223822 TSecr=311223822","35813  >  49556 [ACK] Seq=1 Ack=29 Win=512 Len=0 TSval=311223822 TSecr=311223822","127.0.0.1","127.0.0.1","127.0.0.1"
"57","1.690922905","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=29 Ack=1 Win=512 Len=1 TSval=311223822 TSecr=311223822","49556  >  35813 [PSH, ACK] Seq=29 Ack=1 Win=512 Len=1 TSval=311223822 TSecr=311223822","127.0.0.1","127.0.0.1","127.0.0.1"
"58","1.690955818","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=30 Win=512 Len=0 TSval=311223822 TSecr=311223822","35813  >  49556 [ACK] Seq=1 Ack=30 Win=512 Len=0 TSval=311223822 TSecr=311223822","127.0.0.1","127.0.0.1","127.0.0.1"
"59","1.698381610","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=30 Ack=1 Win=512 Len=1 TSval=311223830 TSecr=311223822","49556  >  35813 [PSH, ACK] Seq=30 Ack=1 Win=512 Len=1 TSval=311223830 TSecr=311223822","127.0.0.1","127.0.0.1","127.0.0.1"
"60","1.698428448","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=31 Win=512 Len=0 TSval=311223830 TSecr=311223830","35813  >  49556 [ACK] Seq=1 Ack=31 Win=512 Len=0 TSval=311223830 TSecr=311223830","127.0.0.1","127.0.0.1","127.0.0.1"
"61","1.698434420","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=31 Ack=1 Win=512 Len=1 TSval=311223830 TSecr=311223830","49556  >  35813 [PSH, ACK] Seq=31 Ack=1 Win=512 Len=1 TSval=311223830 TSecr=311223830","127.0.0.1","127.0.0.1","127.0.0.1"
"62","1.698456217","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=32 Win=512 Len=0 TSval=311223830 TSecr=311223830","35813  >  49556 [ACK] Seq=1 Ack=32 Win=512 Len=0 TSval=311223830 TSecr=311223830","127.0.0.1","127.0.0.1","127.0.0.1"
"63","1.713459913","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=32 Ack=1 Win=512 Len=1 TSval=311223845 TSecr=311223830","49556  >  35813 [PSH, ACK] Seq=32 Ack=1 Win=512 Len=1 TSval=311223845 TSecr=311223830","127.0.0.1","127.0.0.1","127.0.0.1"
"64","1.713506368","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=33 Win=512 Len=0 TSval=311223845 TSecr=311223845","35813  >  49556 [ACK] Seq=1 Ack=33 Win=512 Len=0 TSval=311223845 TSecr=311223845","127.0.0.1","127.0.0.1","127.0.0.1"
"65","1.716446692","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=33 Ack=1 Win=512 Len=1 TSval=311223848 TSecr=311223845","49556  >  35813 [PSH, ACK] Seq=33 Ack=1 Win=512 Len=1 TSval=311223848 TSecr=311223845","127.0.0.1","127.0.0.1","127.0.0.1"
"66","1.716492503","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=34 Win=512 Len=0 TSval=311223848 TSecr=311223848","35813  >  49556 [ACK] Seq=1 Ack=34 Win=512 Len=0 TSval=311223848 TSecr=311223848","127.0.0.1","127.0.0.1","127.0.0.1"
"67","1.716498183","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=34 Ack=1 Win=512 Len=1 TSval=311223848 TSecr=311223848","49556  >  35813 [PSH, ACK] Seq=34 Ack=1 Win=512 Len=1 TSval=311223848 TSecr=311223848","127.0.0.1","127.0.0.1","127.0.0.1"
"68","1.716518432","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=35 Win=512 Len=0 TSval=311223848 TSecr=311223848","35813  >  49556 [ACK] Seq=1 Ack=35 Win=512 Len=0 TSval=311223848 TSecr=311223848","127.0.0.1","127.0.0.1","127.0.0.1"
"69","1.724416137","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=35 Ack=1 Win=512 Len=1 TSval=311223856 TSecr=311223848","49556  >  35813 [PSH, ACK] Seq=35 Ack=1 Win=512 Len=1 TSval=311223856 TSecr=311223848","127.0.0.1","127.0.0.1","127.0.0.1"
"70","1.724475804","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=36 Win=512 Len=0 TSval=311223856 TSecr=311223856","35813  >  49556 [ACK] Seq=1 Ack=36 Win=512 Len=0 TSval=311223856 TSecr=311223856","127.0.0.1","127.0.0.1","127.0.0.1"
"71","1.724481124","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=36 Ack=1 Win=512 Len=1 TSval=311223856 TSecr=311223856","49556  >  35813 [PSH, ACK] Seq=36 Ack=1 Win=512 Len=1 TSval=311223856 TSecr=311223856","127.0.0.1","127.0.0.1","127.0.0.1"
"72","1.724502255","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=37 Win=512 Len=0 TSval=311223856 TSecr=311223856","35813  >  49556 [ACK] Seq=1 Ack=37 Win=512 Len=0 TSval=311223856 TSecr=311223856","127.0.0.1","127.0.0.1","127.0.0.1"
"73","1.738217236","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=37 Ack=1 Win=512 Len=1 TSval=311223869 TSecr=311223856","49556  >  35813 [PSH, ACK] Seq=37 Ack=1 Win=512 Len=1 TSval=311223869 TSecr=311223856","127.0.0.1","127.0.0.1","127.0.0.1"
"74","1.738268640","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=38 Win=512 Len=0 TSval=311223869 TSecr=311223869","35813  >  49556 [ACK] Seq=1 Ack=38 Win=512 Len=0 TSval=311223869 TSecr=311223869","127.0.0.1","127.0.0.1","127.0.0.1"
"75","1.738273717","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=38 Ack=1 Win=512 Len=1 TSval=311223869 TSecr=311223869","49556  >  35813 [PSH, ACK] Seq=38 Ack=1 Win=512 Len=1 TSval=311223869 TSecr=311223869","127.0.0.1","127.0.0.1","127.0.0.1"
"76","1.738293659","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=39 Win=512 Len=0 TSval=311223869 TSecr=311223869","35813  >  49556 [ACK] Seq=1 Ack=39 Win=512 Len=0 TSval=311223869 TSecr=311223869","127.0.0.1","127.0.0.1","127.0.0.1"
"77","1.743758270","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=39 Ack=1 Win=512 Len=1 TSval=311223875 TSecr=311223869","49556  >  35813 [PSH, ACK] Seq=39 Ack=1 Win=512 Len=1 TSval=311223875 TSecr=311223869","127.0.0.1","127.0.0.1","127.0.0.1"
"78","1.743837236","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=40 Win=512 Len=0 TSval=311223875 TSecr=311223875","35813  >  49556 [ACK] Seq=1 Ack=40 Win=512 Len=0 TSval=311223875 TSecr=311223875","127.0.0.1","127.0.0.1","127.0.0.1"
"79","1.743842432","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=40 Ack=1 Win=512 Len=1 TSval=311223875 TSecr=311223875","49556  >  35813 [PSH, ACK] Seq=40 Ack=1 Win=512 Len=1 TSval=311223875 TSecr=311223875","127.0.0.1","127.0.0.1","127.0.0.1"
"80","1.743861839","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=41 Win=512 Len=0 TSval=311223875 TSecr=311223875","35813  >  49556 [ACK] Seq=1 Ack=41 Win=512 Len=0 TSval=311223875 TSecr=311223875","127.0.0.1","127.0.0.1","127.0.0.1"
"81","1.752124627","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=41 Ack=1 Win=512 Len=1 TSval=311223883 TSecr=311223875","49556  >  35813 [PSH, ACK] Seq=41 Ack=1 Win=512 Len=1 TSval=311223883 TSecr=311223875","127.0.0.1","127.0.0.1","127.0.0.1"
"82","1.752169956","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=42 Win=512 Len=0 TSval=311223883 TSecr=311223883","35813  >  49556 [ACK] Seq=1 Ack=42 Win=512 Len=0 TSval=311223883 TSecr=311223883","127.0.0.1","127.0.0.1","127.0.0.1"
"83","1.752174765","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=42 Ack=1 Win=512 Len=1 TSval=311223883 TSecr=311223883","49556  >  35813 [PSH, ACK] Seq=42 Ack=1 Win=512 Len=1 TSval=311223883 TSecr=311223883","127.0.0.1","127.0.0.1","127.0.0.1"
"84","1.752194115","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=43 Win=512 Len=0 TSval=311223883 TSecr=311223883","35813  >  49556 [ACK] Seq=1 Ack=43 Win=512 Len=0 TSval=311223883 TSecr=311223883","127.0.0.1","127.0.0.1","127.0.0.1"
"85","1.760205413","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=43 Ack=1 Win=512 Len=1 TSval=311223891 TSecr=311223883","49556  >  35813 [PSH, ACK] Seq=43 Ack=1 Win=512 Len=1 TSval=311223891 TSecr=311223883","127.0.0.1","127.0.0.1","127.0.0.1"
