Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.31.1-192.168.31.107-53-62430-17,192.168.31.107,62430,192.168.31.1,53,17,27/09/2023 07:43:38 下午,19921,0,2,0.0,131.0,0,0,0,0,88.0,43.0,65.5,31.81980515339464,6575.975101651523,100.39656643742784,19921.0,0.0,19921.0,19921.0,0,0,0,0,0,19921.0,19921.0,0.0,19921.0,19921.0,0,0,0,0,0,16,0.0,100.39656643742784,43.0,88.0,58.0,25.98076211353316,675.0,0,0,0,0,0,0,0,0,0.0,87.0,0.0,65.5,0,0,0,0,0,0,0,0,2,131,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
172.217.163.46-192.168.31.107-443-62810-17,192.168.31.107,62810,172.217.163.46,443,17,27/09/2023 07:30:09 下午,271905,8,10,2635.0,4276.0,1246.0,31.0,329.375,523.9590871432616,1250.0,21.0,427.6,507.0290809104433,25416.965484268403,66.19959176918408,15994.411764705883,44921.21263954651,187030.0,0.0,257647.0,36806.71428571429,67447.73623755974,187393.0,41.0,271905.0,30211.666666666668,60509.827429104436,187340.0,0.0,0,0,0,0,64,80,29.422040786304038,36.77755098288005,21.0,1250.0,429.52631578947364,526.4606525785667,277160.81871345034,0,0,0,0,0,0,0,0,1.0,453.3888888888889,329.375,427.6,0,0,0,0,0,0,8,2635,10,4276,-1,-1,8,0,0,0,0,0,0,0,0,0,No Label
192.168.31.1-192.168.31.107-53-55618-17,192.168.31.107,55618,192.168.31.1,53,17,27/09/2023 07:45:23 下午,20678,0,2,0.0,197.0,0,0,0,0,121.0,76.0,98.5,31.81980515339464,9527.033562240063,96.72115291614277,20678.0,0.0,20678.0,20678.0,0,0,0,0,0,20678.0,20678.0,0.0,20678.0,20678.0,0,0,0,0,0,16,0.0,96.72115291614277,76.0,121.0,91.0,25.98076211353316,675.0,0,0,0,0,0,0,0,0,0.0,136.5,0.0,98.5,0,0,0,0,0,0,0,0,2,197,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
142.251.42.227-192.168.31.107-443-60492-17,192.168.31.107,60492,142.251.42.227,443,17,27/09/2023 06:30:31 下午,43481,7,9,847.0,4189.0,561.0,31.0,121.0,195.28867521355832,1250.0,23.0,465.44444444444446,518.660079221235,115820.70329569238,367.9768174605,2898.7333333333336,5900.995405942322,21140.0,0.0,37590.0,6265.0,8624.528903076387,21573.0,214.0,43481.0,5435.125000000001,7638.075420222033,21647.0,0.0,0,0,0,0,56,72,160.98985763896874,206.98695982153126,23.0,1250.0,369.764705882353,479.0149435836742,229455.3161764706,0,0,0,0,0,0,0,0,1.0,392.875,121.0,465.44444444444446,0,0,0,0,0,0,7,847,9,4189,-1,-1,7,0,0,0,0,0,0,0,0,0,No Label
142.251.43.10-192.168.31.107-443-49570-17,142.251.43.10,443,192.168.31.107,49570,17,27/09/2023 06:37:17 下午,46403950,13,10,715.0,322.0,80.0,24.0,55.0,28.0178514522438,33.0,29.0,32.2,1.6865480854231352,22.347235526286017,0.49564746104588076,2109270.454545455,3910185.505485261,1.5009551E7,0.0,4.6384922E7,3865410.1666666665,4676840.280103532,1.5030606E7,0.0,4.640395E7,5155994.444444444,4748494.549500245,1.5009551E7,1436161.0,0,0,0,0,104,80,0.2801485649389761,0.21549889610690467,24.0,80.0,44.41666666666667,23.435232982147546,549.2101449275361,0,0,0,0,0,0,0,0,0.0,46.34782608695652,55.0,32.2,0,0,0,0,0,0,13,715,10,322,-1,-1,13,0,3384262.0,3305049.421107648,6611452.0,6500.0,1.0764054E7,4017735.2348104026,1.5009551E7,7021425.0,No Label
162.159.128.235-192.168.31.107-443-49683-6,192.168.31.107,49683,162.159.128.235,443,6,27/09/2023 07:45:27 下午,71557093,25,25,1484.0,428.0,86.0,0.0,59.35999999999999,35.580753224180064,86.0,0.0,17.119999999999997,28.550131348209245,26.719922789485036,0.6987427507710522,1460348.8367346947,3412520.63617912,1.3666768E7,9285.0,7.0976262E7,2957344.2500000005,4445749.670189312,1.3666768E7,80109.0,7.1510523E7,2979605.125,4465159.419436749,1.3750225E7,17304.0,0,1,0,0,500,500,0.3493713753855261,0.3493713753855261,0.0,86.0,39.1764705882353,38.59673866137032,1489.7082352941181,0,0,0,1,1,0,0,0,1.0,39.96,59.36,17.12,0,0,0,0,0,0,25,1484,25,428,-1,63784,19,0,2041021.0,3396746.6917953715,8725661.0,80109.0,9871375.333333334,3464453.8055505757,1.3666768E7,5851737.0,No Label
192.168.31.1-192.168.31.107-53-57766-17,192.168.31.107,57766,192.168.31.1,53,17,27/09/2023 07:45:43 下午,19880,0,2,0.0,126.0,0,0,0,0,79.0,47.0,63.0,22.627416997969522,6338.028169014085,100.6036217303823,19880.0,0.0,19880.0,19880.0,0,0,0,0,0,19880.0,19880.0,0.0,19880.0,19880.0,0,0,0,0,0,16,0.0,100.6036217303823,47.0,79.0,57.666666666666664,18.475208614068023,341.3333333333333,0,0,0,0,0,0,0,0,0.0,86.5,0.0,63.0,0,0,0,0,0,0,0,0,2,126,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
172.217.160.99-192.168.31.107-443-53309-17,192.168.31.107,53309,172.217.160.99,443,17,27/09/2023 07:43:26 下午,19140500,10,13,2163.0,7965.0,1250.0,32.0,216.29999999999998,394.66836992875704,1250.0,22.0,612.6923076923077,585.6874002138263,529.1397821373528,1.201640500509391,870022.7272727273,4057720.864948593,1.9037273E7,0.0,1.9118949E7,2124327.6666666665,6347357.903861102,1.9050591E7,52.0,103227.0,8602.25,13552.735135724113,44784.0,0.0,0,0,0,0,80,104,0.5224523915258222,0.6791881089835689,22.0,1250.0,474.0833333333331,553.0372985822821,305850.25362318824,0,0,0,0,0,0,0,0,1.0,494.69565217391306,216.3,612.6923076923077,0,0,0,0,0,0,10,2163,13,7965,-1,-1,10,0,103227.0,0.0,103227.0,103227.0,1.9037273E7,0.0,1.9037273E7,1.9037273E7,No Label
192.168.31.107-54.209.121.112-56327-443-6,192.168.31.107,56327,54.209.121.112,443,6,27/09/2023 06:49:37 下午,41,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,756097.5609756097,48780.487804878045,41.0,0.0,41.0,41.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,24390.243902439022,24390.243902439022,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,0,0,1,1,0,0,0,1.0,31.0,0.0,31.0,0,0,0,0,0,0,1,0,1,31,-1,64209,0,0,0,0,0,0,0,0,0,0,No Label
142.251.43.1-192.168.31.107-443-58773-17,192.168.31.107,58773,142.251.43.1,443,17,27/09/2023 07:43:07 下午,235906,9,10,954.0,3932.0,604.0,31.0,106.00000000000001,187.79776356495836,1250.0,21.0,393.20000000000005,510.31750465328497,20711.63938178766,80.54055428857257,13105.888888888889,27351.020643153744,115556.0,0.0,235618.0,29452.25,38945.67961276321,115878.0,77.0,235458.0,26162.0,46197.105055403634,145162.0,0.0,0,0,0,0,72,80,38.150788873534374,42.38976541503819,21.0,1250.0,306.8,456.13486002093265,208059.0105263158,0,0,0,0,0,0,0,0,1.0,322.94736842105266,106.0,393.2,0,0,0,0,0,0,9,954,10,3932,-1,-1,9,0,0,0,0,0,0,0,0,0,No Label
